time,DURS Model,CE Model,ET Model,CE & ET Model
2038.5,0.3163913638160494,0.3553796579296943,0.4217830781094976,0.448669266016539
2039.0,0.3114624805465999,0.3512068540925721,0.4149820481943655,0.4425212437873922
2039.5,0.3066536265553351,0.3471800730366092,0.4081371613180889,0.43634518546569917
2040.0,0.30196381762982427,0.34329848747437564,0.40124902062875545,0.43014215479740175
2040.5,0.29739190573255475,0.3395605962633331,0.3943185314361994,0.42391349077763635
2041.0,0.2929290086946749,0.3359647078680925,0.38737866188339776,0.41766090036530507
2041.5,0.28856847635845656,0.3325089131962116,0.38045396882451205,0.4113934673363702
2042.0,0.284309294570715,0.32919153474549306,0.3735592877709538,0.4051300362139131
2042.5,0.28015031535399676,0.3260105627867048,0.36669644059685896,0.3988716973293257
2043.0,0.27609027079058374,0.3229489832773397,0.359867178879819,0.39262518723327083
2043.5,0.2721189281557847,0.3200007960953092,0.35307277171483414,0.38642004473886066
2044.0,0.26822842649290773,0.317164143565495,0.34631455898830993,0.38026064511277236
2044.5,0.2644613984438028,0.3144369814595918,0.33959557054304074,0.37415034839741296
2045.0,0.26084154032192086,0.31181711679082563,0.332918017470212,0.3680926846606467
2045.5,0.2573647620683121,0.30930241617663645,0.32628177911254685,0.36209030047966323
2046.0,0.2540269695201392,0.3068905993440055,0.3196877277112143,0.3561460704798795
2046.5,0.2508155036849827,0.3045792600795008,0.3131368008902073,0.35026250712013984
2047.0,0.24768429185785626,0.30240327886786583,0.30662992059255406,0.3444424072771064
2047.5,0.24463210742422528,0.3003879130198519,0.30016798389282584,0.3386890206558558
2048.0,0.24165765986520876,0.29852658056601106,0.29375188318803575,0.33300559552049036
2048.5,0.23875960334887839,0.296804740227443,0.2873651281876827,0.3273952106282574
2049.0,0.23593654467639447,0.2952083932429793,0.2810072644588399,0.32185876911673655
2049.5,0.23318705082267618,0.2936961325764778,0.2746790452669888,0.3163997559581879
2050.0,0.23050965615791177,0.29224377308574,0.26838313957211724,0.3110202697170542
2050.5,0.22790286909074486,0.29084822246931413,0.2621209182090716,0.30572147855283616
2051.0,0.22536517818613883,0.28950639763326813,0.25589311217021476,0.3005050505030105
2051.5,0.22289505736041224,0.28821519507926996,0.24970042321201638,0.2953724081416046
2052.0,0.22049097013275099,0.28697154806248776,0.24354352418279895,0.2903114823117376
2052.5,0.2181513733188285,0.2857724709148227,0.23742305519609458,0.28532152461211496
2053.0,0.21587472150662815,0.284615089651156,0.23133962019799104,0.2804034212861426
2053.5,0.21365947133059485,0.2834966820851179,0.22529378651905937,0.275557791282286
2054.0,0.21150409147994947,0.2824152277536743,0.21928608469883448,0.2707848562601865
2054.5,0.2094070645784123,0.2813688394425168,0.213317008549203,0.26608448871104945
2055.0,0.20736688836909592,0.28035574213068976,0.20738701543712693,0.261456287666886
2055.5,0.20538210353013245,0.2793742614054122,0.2014965246904434,0.25689965047887037
2056.0,0.20345177486276492,0.2784228250251758,0.19564591967649014,0.2524137493132429
2056.5,0.20157449926569218,0.2774999663851065,0.18983556818933314,0.24799565652180353
2057.0,0.19974880291437885,0.27660431572400496,0.18406582044657183,0.24363986600473334
2057.5,0.19797323677117118,0.2757345932597659,0.17833882199956633,0.23934566525707254
2058.0,0.1962463785135866,0.2748937577373707,0.17266719584482298,0.2351108012629537
2058.5,0.19456683392905472,0.27408167394359895,0.16705178401694257,0.23093378101724335
2059.0,0.19293323791812408,0.2732970438363385,0.1614921815808159,0.226823315397828
2059.5,0.1913442552020606,0.27253863441606274,0.15598812656161165,0.222778260742608
2060.0,0.18979858080119094,0.2718052724534806,0.15054073415089173,0.21879669354890954
2060.5,0.18829498006500967,0.2710959087087936,0.14515637205195114,0.21487748558498918
2061.0,0.18683224118569586,0.2704095303340469,0.13983464344518562,0.2110197030861616
2061.5,0.18540917124664327,0.2697451696919407,0.13457514596591755,0.207222367505057
2062.0,0.1840245994855405,0.2690913287945691,0.12937747089277726,0.20348496991788353
2062.5,0.18267738188032462,0.2684392409607965,0.1242411950395509,0.19981326909198938
2063.0,0.1813665019388551,0.26778922707619485,0.11916588026688449,0.19620611236878518
2063.5,0.18009094845674484,0.2671439477107779,0.1141510741218163,0.19266234741432356
2064.0,0.17884972463740695,0.2665039926015572,0.1091963092929494,0.1891814594520719
2064.5,0.17764185320035392,0.2658779725342137,0.10430110338572682,0.18576204444833191
2065.0,0.17646637924634376,0.26526922807309694,0.09946495908227285,0.18240280132364672
2065.5,0.1753223715264815,0.2646769942678359,0.09470437121975707,0.1791026726958328
2066.0,0.17420892298110874,0.264100525388918,0.0901522342674943,0.17586059114010863
2066.5,0.17312515581245846,0.2635391187078526,0.08590301224952086,0.17267548257402052
2067.0,0.17207022020436213,0.2629921111091178,0.08201267537826387,0.16955068505735496
2067.5,0.171043292804577,0.2624589285257658,0.07834999130762138,0.16648573629104474
2068.0,0.1700435755175392,0.26193908218450473,0.07487656922520874,0.16347956461354443
2068.5,0.1690702944903404,0.26143209763084535,0.07158377544338976,0.16053106297216538
2069.0,0.16812269922381293,0.26093752408520415,0.0684631772525913,0.1576391209481946
2069.5,0.16720006185766353,0.2604549339269468,0.06550655929449244,0.1548026264444618
2070.0,0.16630167644572888,0.25998392327568887,0.06270593840085048,0.1520204665144196
